tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres
tt0129167,movie,The Iron Giant,The Iron Giant,0,1999,\N,86,"Action,Adventure,Animation"
tt0129332,movie,Ravenous,Ravenous,0,1999,\N,101,"Adventure,Drama,Horror"
tt0129387,movie,There's Something About Mary,There's Something About Mary,0,1998,\N,119,"Comedy,Romance"
tt0130018,movie,I Still Know What You Did Last Summer,I Still Know What You Did Last Summer,0,1998,\N,100,"Horror,Mystery,Thriller"
tt0131369,movie,Edtv,EDtv,0,1999,\N,122,"Comedy,Drama"
tt0132347,movie,Mystery Men,Mystery Men,0,1999,\N,121,"Action,Comedy,Fantasy"
tt0132512,movie,At First Sight,At First Sight,0,1999,\N,128,"Drama,Romance"
tt0132910,movie,The Crow: Salvation,The Crow: Salvation,0,2000,\N,102,"Action,Crime,Fantasy"
tt0133093,movie,The Matrix,The Matrix,0,1999,\N,136,"Action,Sci-Fi"
tt0133751,movie,The Faculty,The Faculty,0,1998,\N,104,"Horror,Mystery,Sci-Fi"
tt0133952,movie,The Siege,The Siege,0,1998,\N,116,"Action,Thriller"
tt0134084,movie,Scream 3,Scream 3,0,2000,\N,116,"Horror,Mystery"
tt0134119,movie,The Talented Mr. Ripley,The Talented Mr. Ripley,0,1999,\N,139,"Crime,Drama,Thriller"
tt0134273,movie,8MM,8MM,0,1999,\N,123,"Crime,Drama,Mystery"
tt0134847,movie,Pitch Black,Pitch Black,0,2000,\N,109,"Action,Horror,Sci-Fi"
tt0137363,movie,Arlington Road,Arlington Road,0,1999,\N,117,"Action,Crime,Drama"
tt0137494,movie,Entrapment,Entrapment,0,1999,\N,113,"Action,Crime,Romance"
tt0137523,movie,Fight Club,Fight Club,0,1999,\N,139,Drama
tt0138097,movie,Shakespeare in Love,Shakespeare in Love,0,1998,\N,123,"Comedy,Drama,History"
tt0138524,movie,Intolerable Cruelty,Intolerable Cruelty,0,2003,\N,100,"Comedy,Crime,Romance"
tt0138704,movie,Pi,Pi,0,1998,\N,84,"Drama,Horror,Mystery"
tt0139134,movie,Cruel Intentions,Cruel Intentions,0,1999,\N,97,"Drama,Romance"
tt0139239,movie,Go,Go,0,1999,\N,102,"Comedy,Crime"
tt0139414,movie,Lake Placid,Lake Placid,0,1999,\N,82,"Action,Comedy,Horror"
tt0139654,movie,Training Day,Training Day,0,2001,\N,122,"Crime,Drama,Thriller"
tt0139668,movie,True Crime,True Crime,0,1999,\N,127,"Crime,Drama,Mystery"
tt0140352,movie,The Insider,The Insider,0,1999,\N,157,"Biography,Drama,History"
tt0140397,movie,Mumford,Mumford,0,1999,\N,112,"Comedy,Drama"
tt0142192,movie,The Corruptor,The Corruptor,0,1999,\N,110,"Action,Crime,Thriller"
tt0142688,movie,The Ninth Gate,The Ninth Gate,0,1999,\N,133,"Mystery,Thriller"
tt0143145,movie,The World Is Not Enough,The World Is Not Enough,0,1999,\N,128,"Action,Adventure,Thriller"
tt0144084,movie,American Psycho,American Psycho,0,2000,\N,102,"Crime,Drama,Horror"
tt0144117,movie,The Boondock Saints,The Boondock Saints,0,1999,\N,108,"Action,Crime,Thriller"
tt0144214,movie,The General's Daughter,The General's Daughter,0,1999,\N,116,"Crime,Drama,Mystery"
tt0144286,movie,The Lost Son,The Lost Son,0,1999,\N,102,"Crime,Drama,Romance"
tt0144964,movie,Highlander: Endgame,Highlander: Endgame,0,2000,\N,87,"Action,Adventure,Fantasy"
tt0145660,movie,Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me,0,1999,\N,95,"Action,Adventure,Comedy"
tt0146309,movie,Thirteen Days,Thirteen Days,0,2000,\N,145,"Drama,History,Thriller"
tt0146336,movie,Urban Legend,Urban Legend,0,1998,\N,99,"Horror,Mystery,Thriller"
tt0146675,movie,End of Days,End of Days,0,1999,\N,122,"Action,Fantasy,Horror"
tt0146838,movie,Any Given Sunday,Any Given Sunday,0,1999,\N,162,"Drama,Sport"
tt0146882,movie,High Fidelity,High Fidelity,0,2000,\N,113,"Comedy,Drama,Music"
tt0147800,movie,10 Things I Hate About You,10 Things I Hate About You,0,1999,\N,97,"Comedy,Drama,Romance"
tt0149624,movie,All the Pretty Horses,All the Pretty Horses,0,2000,\N,116,"Drama,Romance,Western"
tt0151738,movie,Never Been Kissed,Never Been Kissed,0,1999,\N,107,"Comedy,Drama,Romance"
tt0151804,movie,Office Space,Office Space,0,1999,\N,89,Comedy
tt0157503,movie,Drop Dead Gorgeous,Drop Dead Gorgeous,0,1999,\N,97,"Comedy,Romance,Thriller"
tt0158983,movie,"South Park: Bigger, Longer & Uncut","South Park: Bigger, Longer & Uncut",0,1999,\N,81,"Animation,Comedy,Fantasy"
tt0159365,movie,Cold Mountain,Cold Mountain,0,2003,\N,154,"Adventure,Drama,Romance"
tt0159382,movie,Croupier,Croupier,0,1998,\N,94,"Crime,Drama"
tt0160127,movie,Charlie's Angels,Charlie's Angels,0,2000,\N,98,"Action,Adventure,Comedy"
tt0160484,movie,Lost Souls,Lost Souls,0,2000,\N,97,"Drama,Horror,Thriller"
tt0161081,movie,What Lies Beneath,What Lies Beneath,0,2000,\N,130,"Drama,Horror,Mystery"
tt0162222,movie,Cast Away,Cast Away,0,2000,\N,143,"Adventure,Drama,Romance"
tt0162346,movie,Ghost World,Ghost World,0,2001,\N,111,"Comedy,Drama"
tt0162661,movie,Sleepy Hollow,Sleepy Hollow,0,1999,\N,105,"Fantasy,Horror,Mystery"
tt0163025,movie,Jurassic Park III,Jurassic Park III,0,2001,\N,92,"Action,Adventure,Sci-Fi"
tt0163187,movie,Runaway Bride,Runaway Bride,0,1999,\N,116,"Comedy,Romance"
tt0163579,movie,Chill Factor,Chill Factor,0,1999,\N,102,"Action,Adventure,Comedy"
tt0163651,movie,American Pie,American Pie,0,1999,\N,95,Comedy
tt0163978,movie,The Beach,The Beach,0,2000,\N,119,"Adventure,Drama,Romance"
tt0163988,movie,Bringing Out the Dead,Bringing Out the Dead,0,1999,\N,121,"Drama,Thriller"
tt0164052,movie,Hollow Man,Hollow Man,0,2000,\N,112,"Action,Horror,Sci-Fi"
tt0164181,movie,Stir of Echoes,Stir of Echoes,0,1999,\N,99,"Horror,Mystery,Thriller"
tt0164912,movie,Stuart Little,Stuart Little,0,1999,\N,84,"Adventure,Comedy,Family"
tt0165710,movie,Detroit Rock City,Detroit Rock City,0,1999,\N,95,"Adventure,Comedy,Music"
tt0165854,movie,The Limey,The Limey,0,1999,\N,89,"Crime,Drama,Mystery"
tt0166110,movie,Bones,Bones,0,2001,\N,96,"Crime,Horror"
tt0166276,movie,Monkeybone,Monkeybone,0,2001,\N,93,"Comedy,Fantasy"
tt0166924,movie,Mulholland Drive,Mulholland Dr.,0,2001,\N,147,"Drama,Mystery,Thriller"
tt0166943,movie,Music of the Heart,Music of the Heart,0,1999,\N,124,"Drama,Music"
tt0167190,movie,Hellboy,Hellboy,0,2004,\N,122,"Action,Adventure,Fantasy"
tt0167260,movie,The Lord of the Rings: The Return of the King,The Lord of the Rings: The Return of the King,0,2003,\N,201,"Action,Adventure,Drama"
tt0167261,movie,The Lord of the Rings: The Two Towers,The Lord of the Rings: The Two Towers,0,2002,\N,179,"Action,Adventure,Drama"
tt0167404,movie,The Sixth Sense,The Sixth Sense,0,1999,\N,107,"Drama,Mystery,Thriller"
tt0167456,movie,Thunderbirds,Thunderbirds,0,2004,\N,95,"Action,Adventure,Comedy"
tt0169547,movie,American Beauty,American Beauty,0,1999,\N,122,Drama
tt0171363,movie,The Haunting,The Haunting,0,1999,\N,113,"Fantasy,Horror,Mystery"
tt0171580,movie,Nurse Betty,Nurse Betty,0,2000,\N,110,"Comedy,Crime,Drama"
tt0172495,movie,Gladiator,Gladiator,0,2000,\N,155,"Action,Adventure,Drama"
tt0173716,movie,Cecil B. Demented,Cecil B. Demented,0,2000,\N,87,"Comedy,Crime,Thriller"
tt0174480,movie,Autumn in New York,Autumn in New York,0,2000,\N,103,"Drama,Romance"
tt0175526,movie,Cherry Falls,Cherry Falls,0,1999,\N,92,"Horror,Mystery,Thriller"
tt0175880,movie,Magnolia,Magnolia,0,1999,\N,188,Drama
tt0177789,movie,Galaxy Quest,Galaxy Quest,0,1999,\N,102,"Adventure,Comedy,Sci-Fi"
tt0179626,movie,15 Minutes,15 Minutes,0,2001,\N,120,"Action,Crime,Drama"
tt0180073,movie,Quills,Quills,0,2000,\N,124,"Biography,Drama"
tt0180093,movie,Requiem for a Dream,Requiem for a Dream,0,2000,\N,102,Drama
tt0181689,movie,Minority Report,Minority Report,0,2002,\N,145,"Action,Crime,Mystery"
tt0181865,movie,Traffic,Traffic,0,2000,\N,147,"Crime,Drama,Thriller"
tt0181875,movie,Almost Famous,Almost Famous,0,2000,\N,122,"Adventure,Comedy,Drama"
tt0181984,movie,Boiler Room,Boiler Room,0,2000,\N,120,"Crime,Drama,Thriller"
tt0183523,movie,Mission to Mars,Mission to Mars,0,2000,\N,114,"Adventure,Sci-Fi,Thriller"
tt0183649,movie,Phone Booth,Phone Booth,0,2002,\N,81,"Crime,Thriller"
tt0184858,movie,Reindeer Games,Reindeer Games,0,2000,\N,104,"Action,Crime,Thriller"
tt0185014,movie,Wonder Boys,Wonder Boys,0,2000,\N,107,"Comedy,Drama"
tt0185183,movie,Battlefield Earth,Battlefield Earth,0,2000,\N,117,"Action,Adventure,Sci-Fi"
tt0185371,movie,House on Haunted Hill,House on Haunted Hill,0,1999,\N,93,"Horror,Mystery,Thriller"
tt0185431,movie,Little Nicky,Little Nicky,0,2000,\N,90,"Comedy,Fantasy"
tt0185937,movie,The Blair Witch Project,The Blair Witch Project,0,1999,\N,81,"Horror,Mystery"
tt0186151,movie,Frequency,Frequency,0,2000,\N,118,"Crime,Drama,Mystery"
tt0186566,movie,Space Cowboys,Space Cowboys,0,2000,\N,130,"Action,Adventure,Thriller"
tt0186589,movie,Sugar & Spice,Sugar & Spice,0,2001,\N,81,"Comedy,Crime"
tt0187078,movie,Gone in 60 Seconds,Gone in Sixty Seconds,0,2000,\N,118,"Action,Crime,Thriller"
tt0187393,movie,The Patriot,The Patriot,0,2000,\N,165,"Action,Drama,History"
tt0187738,movie,Blade II,Blade II,0,2002,\N,117,"Action,Horror,Sci-Fi"
tt0188453,movie,Birthday Girl,Birthday Girl,0,2001,\N,93,"Comedy,Crime,Thriller"
tt0189998,movie,Shadow of the Vampire,Shadow of the Vampire,0,2000,\N,92,"Drama,Horror"
tt0190590,movie,"O Brother, Where Art Thou?","O Brother, Where Art Thou?",0,2000,\N,107,"Comedy,Crime,Drama"
tt0190641,movie,Pokémon: The First Movie - Mewtwo Strikes Back,Gekijôban Poketto Monsutâ: Myûtsû no Gyakushû,0,1998,\N,96,"Action,Adventure,Animation"
tt0191397,movie,The Replacements,The Replacements,0,2000,\N,118,"Comedy,Sport"
tt0191754,movie,28 Days,28 Days,0,2000,\N,103,"Comedy,Drama"
tt0195685,movie,Erin Brockovich,Erin Brockovich,0,2000,\N,131,"Biography,Drama"
tt0195714,movie,Final Destination,Final Destination,0,2000,\N,98,"Horror,Thriller"
tt0195945,movie,Next Friday,Next Friday,0,2000,\N,98,Comedy
tt0196158,movie,Ticker,Ticker,0,2001,\N,92,"Action,Crime,Thriller"
tt0198781,movie,"Monsters, Inc.","Monsters, Inc.",0,2001,\N,92,"Adventure,Animation,Comedy"
tt0199725,movie,Love & Basketball,Love & Basketball,0,2000,\N,124,"Drama,Romance,Sport"
tt0199753,movie,Red Planet,Red Planet,0,2000,\N,106,"Action,Sci-Fi,Thriller"
tt0202677,movie,The Way of the Gun,The Way of the Gun,0,2000,\N,119,"Action,Crime,Drama"
tt0203230,movie,You Can Count on Me,You Can Count on Me,0,2000,\N,111,Drama
tt0204313,movie,Exorcist: The Beginning,Exorcist: The Beginning,0,2004,\N,114,"Horror,Mystery,Thriller"
tt0206275,movie,Save the Last Dance,Save the Last Dance,0,2001,\N,112,"Drama,Music,Romance"
tt0206314,movie,Joy Ride,Joy Ride,0,2001,\N,97,"Action,Mystery,Thriller"
tt0206634,movie,Children of Men,Children of Men,0,2006,\N,109,"Action,Drama,Sci-Fi"
tt0208092,movie,Snatch,Snatch,0,2000,\N,102,"Comedy,Crime"
tt0208988,movie,Get Carter,Get Carter,0,2000,\N,102,"Action,Crime,Drama"
tt0209144,movie,Memento,Memento,0,2000,\N,113,"Mystery,Thriller"
tt0209958,movie,The Cell,The Cell,0,2000,\N,107,"Crime,Horror,Sci-Fi"
tt0210070,movie,Ginger Snaps,Ginger Snaps,0,2000,\N,108,"Drama,Fantasy,Horror"
tt0210094,movie,Happy Campers,Happy Campers,0,2001,\N,94,Comedy
tt0211443,movie,Jason X,Jason X,0,2001,\N,92,"Action,Horror,Sci-Fi"
tt0211915,movie,Amélie,Le fabuleux destin d'Amélie Poulain,0,2001,\N,122,"Comedy,Romance"
tt0212720,movie,A.I. Artificial Intelligence,A.I. Artificial Intelligence,0,2001,\N,146,"Adventure,Drama,Sci-Fi"
tt0212985,movie,Hannibal,Hannibal,0,2001,\N,131,"Crime,Drama,Thriller"
tt0213149,movie,Pearl Harbor,Pearl Harbor,0,2001,\N,183,"Action,Drama,Romance"
tt0215545,movie,Bamboozled,Bamboozled,0,2000,\N,135,"Comedy,Drama,Music"
tt0217505,movie,Gangs of New York,Gangs of New York,0,2002,\N,167,"Crime,Drama"
tt0217869,movie,Unbreakable,Unbreakable,0,2000,\N,106,"Drama,Mystery,Sci-Fi"
tt0218817,movie,Antitrust,Antitrust,0,2001,\N,108,"Action,Crime,Drama"
tt0218967,movie,The Family Man,The Family Man,0,2000,\N,125,"Comedy,Drama,Fantasy"
tt0219653,movie,Dracula 2000,Dracula 2000,0,2000,\N,99,"Action,Fantasy,Horror"
tt0219822,movie,Human Nature,Human Nature,0,2001,\N,96,"Comedy,Drama"
tt0220506,movie,Halloween: Resurrection,Halloween: Resurrection,0,2002,\N,90,"Horror,Thriller"
tt0221027,movie,Blow,Blow,0,2001,\N,124,"Biography,Crime,Drama"
tt0221069,movie,Chasing Sleep,Chasing Sleep,0,2000,\N,104,"Drama,Horror,Mystery"
tt0221928,movie,Seven Days to Live,Seven Days to Live,0,2000,\N,96,"Drama,Horror,Thriller"
tt0225071,movie,Angel Eyes,Angel Eyes,0,2001,\N,102,"Drama,Romance"
tt0227005,movie,Made,Made,0,2001,\N,95,"Comedy,Crime,Drama"
tt0230600,movie,The Others,The Others,0,2001,\N,104,"Horror,Mystery,Thriller"
tt0230838,movie,Sweet November,Sweet November,0,2001,\N,119,"Drama,Romance"
tt0232500,movie,The Fast and the Furious,The Fast and the Furious,0,2001,\N,106,"Action,Crime,Thriller"
tt0233469,movie,Collateral Damage,Collateral Damage,0,2002,\N,108,"Action,Drama,Thriller"
tt0234215,movie,The Matrix Reloaded,The Matrix Reloaded,0,2003,\N,138,"Action,Sci-Fi"
tt0235737,movie,The Salton Sea,The Salton Sea,0,2002,\N,103,"Crime,Drama,Mystery"
tt0238380,movie,Equilibrium,Equilibrium,0,2002,\N,107,"Action,Drama,Sci-Fi"
tt0238546,movie,Queen of the Damned,Queen of the Damned,0,2002,\N,101,"Drama,Fantasy,Horror"
tt0239860,short,Quantum Project,Quantum Project,0,2000,\N,40,"Adventure,Drama,Romance"
tt0240507,short,Five Feet High and Rising,Five Feet High and Rising,0,2000,\N,29,Short
tt0240510,movie,The Four Feathers,The Four Feathers,0,2002,\N,132,"Action,Adventure,Drama"
tt0240772,movie,Ocean's Eleven,Ocean's Eleven,0,2001,\N,116,"Crime,Thriller"
tt0240890,movie,Serendipity,Serendipity,0,2001,\N,90,"Comedy,Romance"
tt0241303,movie,Chocolat,Chocolat,0,2000,\N,121,"Drama,Romance"
tt0241527,movie,Harry Potter and the Sorcerer's Stone,Harry Potter and the Sorcerer's Stone,0,2001,\N,152,"Adventure,Family,Fantasy"
tt0243585,movie,Stuart Little 2,Stuart Little 2,0,2002,\N,77,"Adventure,Comedy,Family"
tt0244000,movie,American Outlaws,American Outlaws,0,2001,\N,94,"Action,Western"
tt0244244,movie,Swordfish,Swordfish,0,2001,\N,99,"Action,Crime,Thriller"
tt0245674,movie,Thir13en Ghosts,Thir13en Ghosts,0,2001,\N,91,"Fantasy,Horror"
tt0246578,movie,Donnie Darko,Donnie Darko,0,2001,\N,113,"Drama,Mystery,Sci-Fi"
tt0247199,movie,The Believer,The Believer,0,2001,\N,98,Drama
tt0247425,movie,In the Bedroom,In the Bedroom,0,2001,\N,131,"Crime,Drama"
tt0248667,movie,Ali,Ali,0,2001,\N,157,"Biography,Drama,Sport"
tt0250081,movie,Storytelling,Storytelling,0,2001,\N,87,"Comedy,Drama,Romance"
tt0250494,movie,Legally Blonde,Legally Blonde,0,2001,\N,96,"Comedy,Romance"
tt0251160,movie,John Q,John Q,0,2002,\N,116,"Crime,Drama,Thriller"
tt0251736,movie,House of 1000 Corpses,House of 1000 Corpses,0,2003,\N,89,Horror
tt0252501,movie,Hearts in Atlantis,Hearts in Atlantis,0,2001,\N,101,"Drama,Mystery"
tt0252503,movie,Heist,Heist,0,2001,\N,109,"Action,Crime,Drama"
tt0252963,movie,The Bunker,The Bunker,0,2001,\N,88,"Drama,Horror,Mystery"
tt0253474,movie,The Pianist,The Pianist,0,2002,\N,150,"Biography,Drama,Music"
tt0253754,movie,Star Trek: Nemesis,Star Trek: Nemesis,0,2002,\N,116,"Action,Adventure,Sci-Fi"
tt0254099,movie,The Anniversary Party,The Anniversary Party,0,2001,\N,115,"Comedy,Drama,Romance"
tt0256276,movie,Possession,Possession,0,2002,\N,102,"Drama,Mystery,Romance"
tt0257106,movie,Scary Movie 2,Scary Movie 2,0,2001,\N,83,"Comedy,Horror"
tt0257516,movie,Cursed,Cursed,0,2005,\N,97,"Comedy,Horror"
tt0258000,movie,Panic Room,Panic Room,0,2002,\N,112,"Crime,Drama,Thriller"
tt0258153,movie,S1m0ne,S1m0ne,0,2002,\N,117,"Comedy,Drama,Sci-Fi"
tt0258463,movie,The Bourne Identity,The Bourne Identity,0,2002,\N,119,"Action,Mystery,Thriller"
tt0259446,movie,My Big Fat Greek Wedding,My Big Fat Greek Wedding,0,2002,\N,95,"Comedy,Drama,Romance"
tt0259711,movie,Vanilla Sky,Vanilla Sky,0,2001,\N,136,"Fantasy,Mystery,Romance"
tt0261392,movie,Jay and Silent Bob Strike Back,Jay and Silent Bob Strike Back,0,2001,\N,104,Comedy
tt0263265,movie,Shortcut to Happiness,The Devil and Daniel Webster,0,2003,\N,106,"Comedy,Drama,Fantasy"
tt0264395,movie,Basic,Basic,0,2003,\N,98,"Action,Crime,Drama"
tt0264464,movie,Catch Me If You Can,Catch Me If You Can,0,2002,\N,141,"Biography,Crime,Drama"
tt0264616,movie,Frailty,Frailty,0,2001,\N,100,"Crime,Drama,Thriller"
tt0264796,movie,Life as a House,Life as a House,0,2001,\N,125,Drama
tt0265086,movie,Black Hawk Down,Black Hawk Down,0,2001,\N,144,"Action,Drama,History"
tt0265349,movie,The Mothman Prophecies,The Mothman Prophecies,0,2002,\N,119,"Drama,Horror,Mystery"
tt0265666,movie,The Royal Tenenbaums,The Royal Tenenbaums,0,2001,\N,110,"Comedy,Drama"
tt0266452,movie,Death to Smoochy,Death to Smoochy,0,2002,\N,109,"Comedy,Crime,Drama"
tt0266465,movie,A Man Apart,A Man Apart,0,2003,\N,109,"Action,Crime,Drama"
tt0266489,movie,Duplex,Duplex,0,2003,\N,89,Comedy
tt0266543,movie,Finding Nemo,Finding Nemo,0,2003,\N,100,"Adventure,Animation,Comedy"
tt0266697,movie,Kill Bill: Vol. 1,Kill Bill: Vol. 1,0,2003,\N,111,"Action,Crime,Thriller"
tt0266915,movie,Rush Hour 2,Rush Hour 2,0,2001,\N,90,"Action,Comedy,Crime"
tt0266987,movie,Spy Game,Spy Game,0,2001,\N,126,"Action,Crime,Thriller"
tt0267891,movie,The Ringer,The Ringer,0,2005,\N,94,"Comedy,Sport"
tt0267913,movie,Scooby-Doo,Scooby-Doo,0,2002,\N,86,"Adventure,Comedy,Family"
tt0268126,movie,Adaptation.,Adaptation.,0,2002,\N,115,"Comedy,Drama"
tt0268695,movie,The Time Machine,The Time Machine,0,2002,\N,96,"Action,Adventure,Sci-Fi"
tt0268978,movie,A Beautiful Mind,A Beautiful Mind,0,2001,\N,135,"Biography,Drama,Mystery"
tt0268995,movie,The Majestic,The Majestic,0,2001,\N,152,"Drama,Romance"
tt0270288,movie,Confessions of a Dangerous Mind,Confessions of a Dangerous Mind,0,2002,\N,113,"Biography,Comedy,Crime"
tt0271367,movie,Eight Legged Freaks,Eight Legged Freaks,0,2002,\N,99,"Action,Adventure,Comedy"
tt0272020,movie,The Last Castle,The Last Castle,0,2001,\N,131,"Action,Drama,Thriller"
tt0272152,movie,K-PAX,K-PAX,0,2001,\N,120,"Drama,Mystery,Sci-Fi"
tt0272338,movie,Punch-Drunk Love,Punch-Drunk Love,0,2002,\N,95,"Comedy,Drama,Romance"
tt0274546,video,Hellraiser: Hellseeker,Hellraiser: Hellseeker,0,2002,\N,89,"Horror,Mystery,Thriller"
tt0276816,movie,Below,Below,0,2002,\N,105,"Action,Horror,Mystery"
tt0277027,movie,I Am Sam,I Am Sam,0,2001,\N,132,Drama
tt0278435,movie,Enough,Enough,0,2002,\N,115,"Crime,Drama,Thriller"
tt0278504,movie,Insomnia,Insomnia,0,2002,\N,118,"Drama,Mystery,Thriller"
tt0279113,movie,The Good Girl,The Good Girl,0,2002,\N,93,"Drama,Romance"
tt0280707,movie,Gosford Park,Gosford Park,0,2001,\N,137,"Comedy,Drama,Mystery"
tt0281358,movie,A Walk to Remember,A Walk to Remember,0,2002,\N,101,"Drama,Romance"
tt0285531,movie,Dreamcatcher,Dreamcatcher,0,2003,\N,134,"Drama,Horror,Sci-Fi"
tt0285742,movie,Monster's Ball,Monster's Ball,0,2001,\N,111,"Drama,Romance"
tt0286106,movie,Signs,Signs,0,2002,\N,106,"Drama,Mystery,Sci-Fi"
tt0286716,movie,Hulk,Hulk,0,2003,\N,138,"Action,Sci-Fi"
tt0287467,movie,Talk to Her,Hable con ella,0,2002,\N,112,"Drama,Mystery,Romance"
tt0288477,movie,Ghost Ship,Ghost Ship,0,2002,\N,91,"Horror,Mystery,Thriller"
tt0289043,movie,28 Days Later,28 Days Later...,0,2002,\N,113,"Drama,Horror,Sci-Fi"
tt0289765,movie,Red Dragon,Red Dragon,0,2002,\N,124,"Crime,Drama,Thriller"
tt0289848,movie,Analyze That,Analyze That,0,2002,\N,96,"Comedy,Crime"
tt0289879,movie,The Butterfly Effect,The Butterfly Effect,0,2004,\N,113,"Drama,Sci-Fi,Thriller"
tt0289992,movie,The Life of David Gale,The Life of David Gale,0,2003,\N,130,"Crime,Drama,Mystery"
tt0290334,movie,X2: X-Men United,X2,0,2003,\N,134,"Action,Sci-Fi,Thriller"
tt0292506,movie,The Recruit,The Recruit,0,2003,\N,115,"Action,Thriller"
tt0292644,movie,The Rules of Attraction,The Rules of Attraction,0,2002,\N,110,"Comedy,Drama,Romance"
tt0294870,movie,Rent,Rent,0,2005,\N,135,"Drama,Musical,Romance"
tt0295297,movie,Harry Potter and the Chamber of Secrets,Harry Potter and the Chamber of Secrets,0,2002,\N,161,"Adventure,Family,Fantasy"
tt0295700,movie,Wrong Turn,Wrong Turn,0,2003,\N,84,"Horror,Thriller"
tt0295701,movie,xXx,xXx,0,2002,\N,124,"Action,Adventure,Thriller"
tt0297884,movie,Far from Heaven,Far from Heaven,0,2002,\N,107,"Drama,Romance"
tt0298130,movie,The Ring,The Ring,0,2002,\N,115,"Horror,Mystery"
tt0298148,movie,Shrek 2,Shrek 2,0,2004,\N,93,"Adventure,Animation,Comedy"
tt0298388,movie,Jonah: A VeggieTales Movie,Jonah: A VeggieTales Movie,0,2002,\N,82,"Adventure,Animation,Comedy"
tt0301470,movie,Jeepers Creepers 2,Jeepers Creepers 2,0,2003,\N,104,Horror
tt0301848,movie,Slash,Slash,0,2002,\N,93,"Comedy,Horror,Thriller"
tt0302886,movie,Old School,Old School,0,2003,\N,88,Comedy
tt0304141,movie,Harry Potter and the Prisoner of Azkaban,Harry Potter and the Prisoner of Azkaban,0,2004,\N,142,"Adventure,Family,Fantasy"
tt0305206,movie,American Splendor,American Splendor,0,2003,\N,101,"Biography,Comedy,Drama"
tt0306685,movie,Cradle 2 the Grave,Cradle 2 the Grave,0,2003,\N,101,"Action,Crime,Drama"
tt0307479,movie,Solaris,Solaris,0,2002,\N,99,"Drama,Mystery,Romance"
tt0307879,movie,Burning Annie,Burning Annie,0,2004,\N,95,"Comedy,Drama,Romance"
tt0307901,movie,25th Hour,25th Hour,0,2002,\N,135,Drama
tt0307987,movie,Bad Santa,Bad Santa,0,2003,\N,92,"Comedy,Crime,Drama"
tt0308383,movie,The Human Stain,The Human Stain,0,2003,\N,106,"Drama,Romance,Thriller"
tt0309377,movie,Blood Work,Blood Work,0,2002,\N,110,"Action,Crime,Drama"
tt0309593,movie,Final Destination 2,Final Destination 2,0,2003,\N,90,"Horror,Thriller"
tt0309698,movie,Identity,Identity,0,2003,\N,90,"Mystery,Thriller"
tt0310910,movie,Confidence,Confidence,0,2003,\N,97,"Crime,Thriller"
tt0310924,movie,Crime Spree,Crime Spree,0,2003,\N,105,"Action,Comedy,Crime"
tt0311113,movie,Master and Commander: The Far Side of the World,Master and Commander: The Far Side of the World,0,2003,\N,138,"Action,Adventure,Drama"
tt0311289,movie,Holes,Holes,0,2003,\N,117,"Adventure,Comedy,Drama"
tt0315327,movie,Bruce Almighty,Bruce Almighty,0,2003,\N,101,"Comedy,Fantasy"
tt0316654,movie,Spider-Man 2,Spider-Man 2,0,2004,\N,127,"Action,Adventure,Sci-Fi"
tt0317248,movie,City of God,Cidade de Deus,0,2002,\N,130,"Crime,Drama"
tt0317640,movie,The Hebrew Hammer,The Hebrew Hammer,0,2003,\N,85,Comedy
tt0317705,movie,The Incredibles,The Incredibles,0,2004,\N,115,"Action,Adventure,Animation"
tt0317740,movie,The Italian Job,The Italian Job,0,2003,\N,111,"Action,Crime,Thriller"
tt0318155,movie,Looney Tunes: Back in Action,Looney Tunes: Back in Action,0,2003,\N,91,"Adventure,Animation,Comedy"
tt0318374,movie,The Cooler,The Cooler,0,2003,\N,101,"Drama,Romance"
tt0319061,movie,Big Fish,Big Fish,0,2003,\N,125,"Adventure,Drama,Fantasy"
tt0319343,movie,Elf,Elf,0,2003,\N,97,"Adventure,Comedy,Family"
tt0320661,movie,Kingdom of Heaven,Kingdom of Heaven,0,2005,\N,144,"Action,Adventure,Drama"
tt0324127,movie,Suspect Zero,Suspect Zero,0,2004,\N,99,"Crime,Horror,Mystery"
tt0324216,movie,The Texas Chainsaw Massacre,The Texas Chainsaw Massacre,0,2003,\N,98,Horror
tt0325710,movie,The Last Samurai,The Last Samurai,0,2003,\N,154,"Action,Drama"
tt0325805,movie,Matchstick Men,Matchstick Men,0,2003,\N,116,"Comedy,Crime,Drama"
tt0325980,movie,Pirates of the Caribbean: The Curse of the Black Pearl,Pirates of the Caribbean: The Curse of the Black Pearl,0,2003,\N,143,"Action,Adventure,Fantasy"
tt0327056,movie,Mystic River,Mystic River,0,2003,\N,138,"Crime,Drama,Mystery"
tt0327554,movie,Catwoman,Catwoman,0,2004,\N,104,"Action,Crime,Fantasy"
tt0327597,movie,Coraline,Coraline,0,2009,\N,100,"Animation,Drama,Family"
tt0328099,movie,Malibu's Most Wanted,Malibu's Most Wanted,0,2003,\N,86,"Comedy,Crime"
tt0328107,movie,Man on Fire,Man on Fire,0,2004,\N,146,"Action,Crime,Drama"
tt0329101,movie,Freddy vs. Jason,Freddy vs. Jason,0,2003,\N,97,"Action,Horror"
