laureates_id,prize_id,given_name,family_name,gender,birth_date,birth_city,birth_country,birth_country_now,birth_continent,death_date,death_city,death_country,death_country_now,death_continent
447,484,Edwin G.,Krebs,male,1918-06-06,"Lansing, IA",USA,USA,North America,2009-12-21,"Seattle, WA",USA,USA,North America
278,485,Kary B.,Mullis,male,1944-12-28,"Lenoir, NC",USA,USA,North America,2019-08-07,"Newport Beach, CA",USA,USA,North America
279,485,Michael,Smith,male,1932-04-26,Blackpool,United Kingdom,United Kingdom,Europe,2000-10-04,Vancouver,Canada,Canada,North America
710,486,Douglass C.,North,male,1920-11-05,"Cambridge, MA",USA,USA,North America,2015-11-23,"Benzonia, MI",USA,USA,North America
709,486,Robert W.,Fogel,male,1927-07-01,"New York, NY",USA,USA,North America,2013-06-11,"Oak Lawn, IL",USA,USA,North America
670,487,Toni,Morrison,female,1931-02-18,"Lorain, OH",USA,USA,North America,2019-08-05,"New York, NY",USA,USA,North America
556,488,F.W.,de Klerk,male,1936-03-18,Johannesburg,South Africa,South Africa,Africa,2021-11-11,Cape Town,South Africa,South Africa,Africa
555,488,Nelson,Mandela,male,1918-07-18,Mvezo,South Africa,South Africa,Africa,2013-12-05,Johannesburg,South Africa,South Africa,Africa
144,489,Joseph H.,Taylor Jr.,male,1941-03-29,"Philadelphia, PA",USA,USA,North America,NA,NA,NA,NA,NA
143,489,Russell A.,Hulse,male,1950-11-28,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
449,490,Phillip A.,Sharp,male,1944-06-06,"Falmouth, KY",USA,USA,North America,NA,NA,NA,NA,NA
448,490,Richard J.,Roberts,male,1943-09-06,Derby,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
280,491,George A.,Olah,male,1927-05-22,Budapest,Hungary,Hungary,Europe,2017-03-08,"Los Angeles, CA",USA,USA,North America
711,492,John C.,Harsanyi,male,1920-05-29,Budapest,Hungary,Hungary,Europe,2000-08-09,"Berkeley, CA",USA,USA,North America
712,492,John F.,Nash Jr.,male,1928-06-13,"Bluefield, WV",USA,USA,North America,2015-05-23,"New Jersey, NJ",USA,USA,North America
713,492,Reinhard,Selten,male,1930-10-05,Breslau,Germany,Poland,Europe,2016-08-23,Poznan,Poland,Poland,Europe
671,493,Kenzaburo,Oe,male,1935-01-31,Uchiko,Japan,Japan,Asia,2023-03-03,Tokyo,Japan,Japan,Asia
558,494,Shimon,Peres,male,1923-08-16,Vishneva,Poland,Belarus,Europe,2016-09-28,Tel Aviv,Israel,Israel,Asia
557,494,Yasser,Arafat,male,1929-08-24,Cairo,Egypt,Egypt,Africa,2004-11-11,Paris,France,France,Europe
559,494,Yitzhak,Rabin,male,1922-03-01,Jerusalem,British Mandate of Palestine,Israel,Asia,1995-11-04,Tel Aviv,Israel,Israel,Asia
145,495,Bertram N.,Brockhouse,male,1918-07-15,"Lethbridge, Alberta",Canada,Canada,North America,2003-10-13,"Hamilton, Ontario",Canada,Canada,North America
146,495,Clifford G.,Shull,male,1915-09-23,"Pittsburgh, PA",USA,USA,North America,2001-03-31,"Medford, MA",USA,USA,North America
450,496,Alfred G.,Gilman,male,1941-07-01,"New Haven, CT",USA,USA,North America,2015-12-23,"Dallas, TX",USA,USA,North America
451,496,Martin,Rodbell,male,1925-12-01,"Baltimore, MD",USA,USA,North America,1998-12-07,"Chapel Hill, NC",USA,USA,North America
283,497,F. Sherwood,Rowland,male,1927-06-28,"Delaware, OH",USA,USA,North America,2012-03-10,"Corona del Mar, CA",USA,USA,North America
282,497,Mario J.,Molina,male,1943-03-19,Mexico City,Mexico,Mexico,North America,2020-10-07,Mexico City,Mexico,Mexico,North America
281,497,Paul J.,Crutzen,male,1933-12-03,Amsterdam,the Netherlands,the Netherlands,Europe,2021-01-28,Mainz,Germany,Germany,Europe
714,498,Robert E.,Lucas Jr.,male,1937-09-15,"Yakima, WA",USA,USA,North America,2023-05-15,"Chicago, IL",USA,USA,North America
672,499,Seamus,Heaney,male,1939-04-13,Casteldàwson,Northern Ireland,Northern Ireland,Europe,2013-08-30,Dublin,Ireland,Ireland,Europe
560,500,Joseph,Rotblat,male,1908-11-04,Warsaw,Russian Empire,Poland,Europe,2005-08-31,London,United Kingdom,United Kingdom,Europe
148,501,Frederick,Reines,male,1918-03-16,"Paterson, NJ",USA,USA,North America,1998-08-26,"Orange, CA",USA,USA,North America
147,501,Martin L.,Perl,male,1927-06-24,"New York, NY",USA,USA,North America,2014-09-30,"Palo Alto, CA",USA,USA,North America
453,502,Christiane,Nüsslein-Volhard,female,1942-10-20,Magdeburg,Germany,Germany,Europe,NA,NA,NA,NA,NA
452,502,Edward B.,Lewis,male,1918-05-20,"Wilkes-Barre, PA",USA,USA,North America,2004-07-21,"Pasadena, CA",USA,USA,North America
454,502,Eric F.,Wieschaus,male,1947-06-08,"South Bend, IN",USA,USA,North America,NA,NA,NA,NA,NA
286,503,Richard E.,Smalley,male,1943-06-06,"Akron, OH",USA,USA,North America,2005-10-28,"Houston, TX",USA,USA,North America
284,503,Robert F.,Curl Jr.,male,1933-08-23,"Alice, TX",USA,USA,North America,2022-07-03,"Houston, TX",USA,USA,North America
285,503,Sir Harold,Kroto,male,1939-10-07,"Wisbech, Cambridgeshire ",United Kingdom,United Kingdom,Europe,2016-04-30,"Lewes, East Sussex",United Kingdom,United Kingdom,Europe
715,504,James A.,Mirrlees,male,1936-07-05,Minnigaff,Scotland,Scotland,Europe,2018-08-29,Cambridge,United Kingdom,United Kingdom,Europe
716,504,William,Vickrey,male,1914-06-21,"Victoria, BC",Canada,Canada,North America,1996-10-11,"Harrison, NY",USA,USA,North America
673,505,Wisława,Szymborska,female,1923-07-02,Bnin,Poland,Poland,Europe,2012-02-01,Kraków,Poland,Poland,Europe
562,506,Carlos Filipe Ximenes,Belo,male,1948-02-03,Wailacama,East Timor,East Timor,Oceania,NA,NA,NA,NA,NA
563,506,José,Ramos-Horta,male,1949-12-26,Dili,East Timor,East Timor,Oceania,NA,NA,NA,NA,NA
149,507,David M.,Lee,male,1931-01-20,"Rye, NY",USA,USA,North America,NA,NA,NA,NA,NA
150,507,Douglas D.,Osheroff,male,1945-08-01,"Aberdeen, WA",USA,USA,North America,NA,NA,NA,NA,NA
151,507,Robert C.,Richardson,male,1937-06-26,"Washington, D.C.",USA,USA,North America,2013-02-19,"Ithaca, NY",USA,USA,North America
455,508,Peter C.,Doherty,male,1940-10-15,Brisbane,Australia,Australia,Oceania,NA,NA,NA,NA,NA
456,508,Rolf M.,Zinkernagel,male,1944-01-06,Basel,Switzerland,Switzerland,Europe,NA,NA,NA,NA,NA
289,509,Jens C.,Skou,male,1918-10-08,Lemvig,Denmark,Denmark,Europe,2018-05-28,Aarhus,Denmark,Denmark,Europe
288,509,John E.,Walker,male,1941-01-07,Halifax,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
287,509,Paul D.,Boyer,male,1918-07-31,"Provo, UT",USA,USA,North America,2018-06-02,"Los Angeles, CA",USA,USA,North America
718,510,Myron,Scholes,male,1941-07-01,"Timmins, ON",Canada,Canada,North America,NA,NA,NA,NA,NA
717,510,Robert C.,Merton,male,1944-07-31,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
674,511,Dario,Fo,male,1926-03-24,Leggiuno-Sangiano,Italy,Italy,Europe,2016-10-13,Milan,Italy,Italy,Europe
565,512,Jody,Williams,female,1950-10-09,"Rutland, VT",USA,USA,North America,NA,NA,NA,NA,NA
153,513,Claude,Cohen-Tannoudji,male,1933-04-01,Constantine,French Algeria,Algeria,Africa,NA,NA,NA,NA,NA
152,513,Steven,Chu,male,1948-02-28,"St. Louis, MO",USA,USA,North America,NA,NA,NA,NA,NA
154,513,William D.,Phillips,male,1948-11-05,"Wilkes-Barre, PA",USA,USA,North America,NA,NA,NA,NA,NA
457,514,Stanley B.,Prusiner,male,1942-05-28,"Des Moines, IA",USA,USA,North America,NA,NA,NA,NA,NA
291,515,John,Pople,male,1925-10-31,Burnham-on-Sea,United Kingdom,United Kingdom,Europe,2004-03-15,"Chicago, IL",USA,USA,North America
290,515,Walter,Kohn,male,1923-03-09,Vienna,Austria,Austria,Europe,2016-04-19,"Santa Barbara, CA",USA,USA,North America
719,516,Amartya,Sen,male,1933-11-03,Santiniketan,India,India,Asia,NA,NA,NA,NA,NA
675,517,José,Saramago,male,1922-11-16,Azinhaga,Portugal,Portugal,Europe,2010-06-18,Lanzarote,Spain,Spain,Europe
567,518,David,Trimble,male,1944-10-15,Belfast,Northern Ireland,Northern Ireland,Europe,2022-07-25,Belfast,Northern Ireland,Northern Ireland,Europe
566,518,John,Hume,male,1937-01-18,Londonderry,Northern Ireland,Northern Ireland,Europe,2020-08-03,Londonderry,Northern Ireland,Northern Ireland,Europe
157,519,Daniel C.,Tsui,male,1939-02-28,Henan,China,China,Asia,NA,NA,NA,NA,NA
156,519,Horst L.,Störmer,male,1949-04-06,Frankfurt-on-the-Main,West Germany,Germany,Europe,NA,NA,NA,NA,NA
155,519,Robert B.,Laughlin,male,1950-11-01,"Visalia, CA",USA,USA,North America,NA,NA,NA,NA,NA
460,520,Ferid,Murad,male,1936-09-14,"Whiting, IN",USA,USA,North America,2023-09-04,"Menlo Park, CL",USA,USA,North America
459,520,Louis J.,Ignarro,male,1941-05-31,"Brooklyn, NY",USA,USA,North America,NA,NA,NA,NA,NA
458,520,Robert F.,Furchgott,male,1916-06-04,"Charleston, SC",USA,USA,North America,2009-05-19,"Seattle, WA",USA,USA,North America
292,521,Ahmed,Zewail,male,1946-02-26,Damanhur,Egypt,Egypt,Africa,2016-08-02,"Pasadena, CA",USA,USA,North America
720,522,Robert,Mundell,male,1932-10-24,"Kingston, ON",Canada,Canada,North America,2021-04-04,Siena,Italy,Italy,Europe
676,523,Günter,Grass,male,1927-10-16,Danzig,Free City of Danzig,Poland,Europe,2015-04-13,Lübeck,Germany,Germany,Europe
158,525,Gerardus,'t Hooft,male,1946-07-05,Den Helder,the Netherlands,the Netherlands,Europe,NA,NA,NA,NA,NA
159,525,Martinus J.G.,Veltman,male,1931-06-27,Waalwijk,the Netherlands,the Netherlands,Europe,2021-01-04,Bilthoven,the Netherlands,the Netherlands,Europe
461,526,Günter,Blobel,male,1936-05-21,Waltersdorf,Germany,Poland,Europe,2018-02-18,"New York, NY",USA,USA,North America
729,527,Alan,Heeger,male,1936-01-22,"Sioux City, IA",USA,USA,North America,NA,NA,NA,NA,NA
730,527,Alan,MacDiarmid,male,1927-04-14,Masterton,New Zealand,New Zealand,Oceania,2007-02-07,"Drexel Hill, PA",USA,USA,North America
731,527,Hideki,Shirakawa,male,1936-08-20,Tokyo,Japan,Japan,Asia,NA,NA,NA,NA,NA
733,528,Daniel L.,McFadden,male,1937-07-29,"Raleigh, NC",USA,USA,North America,NA,NA,NA,NA,NA
732,528,James J.,Heckman,male,1944-04-19,"Chicago, IL",USA,USA,North America,NA,NA,NA,NA,NA
734,529,Xingjian,Gao,male,1940-01-04,Ganzhou,China,China,Asia,NA,NA,NA,NA,NA
725,530,Kim,Dae-jung,male,1925-12-03,Mokpo,Korea,South Korea,Asia,2009-08-18,NA,NA,NA,NA
727,531,Herbert,Kroemer,male,1928-08-25,Weimar,Germany,Germany,Europe,2024-03-08,NA,NA,NA,NA
728,531,Jack,Kilby,male,1923-11-08,"Jefferson City, MO",USA,USA,North America,2005-06-20,"Dallas, TX",USA,USA,North America
726,531,Zhores,Alferov,male,1930-03-15,"Vitebsk, Belorussia",USSR,Belarus,Europe,2019-03-01,St. Petersburg,Russia,Russia,Europe
722,532,Arvid,Carlsson,male,1923-01-25,Uppsala,Sweden,Sweden,Europe,2018-06-29,Gothenburg,Sweden,Sweden,Europe
724,532,Eric,Kandel,male,1929-11-07,Vienna,Austria,Austria,Europe,NA,NA,NA,NA,NA
723,532,Paul,Greengard,male,1925-12-11,"New York, NY",USA,USA,North America,2019-04-13,"New York, NY",USA,USA,North America
743,533,Barry,Sharpless,male,1941-04-28,"Philadelphia, PA",USA,USA,North America,NA,NA,NA,NA,NA
742,533,Ryoji,Noyori,male,1938-09-03,Kobe,Japan,Japan,Asia,NA,NA,NA,NA,NA
741,533,William,Knowles,male,1917-06-01,"Taunton, MA",USA,USA,North America,2012-06-13,"Chesterfield, MO",USA,USA,North America
745,534,A. Michael,Spence,male,1943-00-00,"Montclair, NJ",USA,USA,North America,NA,NA,NA,NA,NA
744,534,George A.,Akerlof,male,1940-06-17,"New Haven, CT",USA,USA,North America,NA,NA,NA,NA,NA
746,534,Joseph E.,Stiglitz,male,1943-02-09,"Gary, IN",USA,USA,North America,NA,NA,NA,NA,NA
747,535,V. S.,Naipaul,male,1932-08-17,Chaguanas,Trinidad and Tobago,Trinidad and Tobago,North America,2018-08-11,London,United Kingdom,United Kingdom,Europe
749,536,Kofi,Annan,male,1938-04-08,Kumasi,Gold Coast,Ghana,Africa,2018-08-18,Bern,Switzerland,Switzerland,Europe
740,537,Carl,Wieman,male,1951-03-26,"Corvallis, OR",USA,USA,North America,NA,NA,NA,NA,NA
738,537,Eric,Cornell,male,1961-12-19,"Palo Alto, CA",USA,USA,North America,NA,NA,NA,NA,NA
739,537,Wolfgang,Ketterle,male,1957-10-21,Heidelberg,West Germany,Germany,Europe,NA,NA,NA,NA,NA
735,538,Leland,Hartwell,male,1939-10-30,"Los Angeles, CA",USA,USA,North America,NA,NA,NA,NA,NA
737,538,Sir Paul,Nurse,male,1949-01-25,Norwich,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
736,538,Tim,Hunt,male,1943-02-19,Neston,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
756,539,John B.,Fenn,male,1917-06-15,"New York, NY",USA,USA,North America,2010-12-10,"Richmond, VA",USA,USA,North America
757,539,Koichi,Tanaka,male,1959-08-03,Toyama City,Japan,Japan,Asia,NA,NA,NA,NA,NA
758,539,Kurt,Wüthrich,male,1938-10-04,Aarberg,Switzerland,Switzerland,Europe,NA,NA,NA,NA,NA
759,540,Daniel,Kahneman,male,1934-03-05,Tel Aviv,British Mandate of Palestine,Israel,Asia,2024-03-27,NA,NA,NA,NA
760,540,Vernon L.,Smith,male,1927-01-01,"Wichita, KS",USA,USA,North America,NA,NA,NA,NA,NA
761,541,Imre,Kertész,male,1929-11-09,Budapest,Hungary,Hungary,Europe,2016-03-31,Budapest,Hungary,Hungary,Europe
762,542,Jimmy,Carter,male,1924-10-01,"Plains, GA",USA,USA,North America,NA,NA,NA,NA,NA
754,543,Masatoshi,Koshiba,male,1926-09-19,Toyohashi,Japan,Japan,Asia,2020-11-12,Tokyo,Japan,Japan,Asia
753,543,Raymond,Davis Jr.,male,1914-10-14,"Washington, D.C.",USA,USA,North America,2006-05-31,"Blue Point, NY",USA,USA,North America
755,543,Riccardo,Giacconi,male,1931-10-06,Genoa,Italy,Italy,Europe,2018-12-16,"La Jolla, CA",USA,USA,North America
751,544,H. Robert,Horvitz,male,1947-05-08,"Chicago, IL",USA,USA,North America,NA,NA,NA,NA,NA
752,544,John E.,Sulston,male,1942-03-27,Cambridge,United Kingdom,United Kingdom,Europe,2018-03-06,"Stapleford, Cambridgeshire",United Kingdom,United Kingdom,Europe
750,544,Sydney,Brenner,male,1927-01-13,Germiston,South Africa,South Africa,Africa,2019-04-05,NA,Singapore,Singapore,Asia
769,545,Peter,Agre,male,1949-01-30,"Northfield, MN",USA,USA,North America,NA,NA,NA,NA,NA
770,545,Roderick,MacKinnon,male,1956-02-19,"Burlington, MA",USA,USA,North America,NA,NA,NA,NA,NA
772,546,Clive W.J.,Granger,male,1934-09-04,Swansea,United Kingdom,United Kingdom,Europe,2009-05-27,"San Diego, CA",USA,USA,North America
771,546,Robert F.,Engle III,male,1942-11-10,"Syracuse, NY",USA,USA,North America,NA,NA,NA,NA,NA
763,547,J. M.,Coetzee,male,1940-02-09,Cape Town,South Africa,South Africa,Africa,NA,NA,NA,NA,NA
773,548,Shirin,Ebadi,female,1947-06-21,Hamadan,Iran,Iran,Asia,NA,NA,NA,NA,NA
766,549,Alexei,Abrikosov,male,1928-06-25,Moscow,USSR,Russia,Europe,2017-03-29,NA,NA,NA,NA
768,549,Anthony J.,Leggett,male,1938-03-26,London,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
767,549,Vitaly L.,Ginzburg,male,1916-10-04,Moscow,Russia,Russia,Europe,2009-11-08,NA,NA,NA,NA
764,550,Paul C.,Lauterbur,male,1929-05-06,"Sidney, OH",USA,USA,North America,2007-03-27,"Urbana, IL",USA,USA,North America
765,550,Sir Peter,Mansfield,male,1933-10-09,London,United Kingdom,United Kingdom,Europe,2017-02-08,NA,NA,NA,NA
779,551,Aaron,Ciechanover,male,1947-10-01,Haifa,British Protectorate of Palestine,Israel,Asia,NA,NA,NA,NA,NA
780,551,Avram,Hershko,male,1937-12-31,Karcag,Hungary,Hungary,Europe,NA,NA,NA,NA,NA
781,551,Irwin,Rose,male,1926-07-16,"Brooklyn, NY",USA,USA,North America,2015-06-03,"Deerfield, MA",USA,USA,North America
787,552,Edward C.,Prescott,male,1940-12-26,"Glens Falls, NY",USA,USA,North America,2022-11-06,"Paradise Valley, AZ",USA,USA,North America
786,552,Finn E.,Kydland,male,1943-12-01,Gjesdal,Norway,Norway,Europe,NA,NA,NA,NA,NA
782,553,Elfriede,Jelinek,female,1946-10-20,Mürzzuschlag,Austria,Austria,Europe,NA,NA,NA,NA,NA
783,554,Wangari,Maathai,female,1940-04-01,Nyeri,Kenya,Kenya,Africa,2011-09-25,Nairobi,Kenya,Kenya,Africa
776,555,David J.,Gross,male,1941-02-19,"Washington, D.C.",USA,USA,North America,NA,NA,NA,NA,NA
778,555,Frank,Wilczek,male,1951-05-15,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
777,555,H. David,Politzer,male,1949-08-31,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
775,556,Linda B.,Buck,female,1947-01-29,"Seattle, WA",USA,USA,North America,NA,NA,NA,NA,NA
774,556,Richard,Axel,male,1946-07-02,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
796,557,Richard R.,Schrock,male,1945-01-04,"Berne, IN",USA,USA,North America,NA,NA,NA,NA,NA
795,557,Robert H.,Grubbs,male,1942-02-27,"Possum Trot, KY",USA,USA,North America,2021-12-19,"Duarte, CA",USA,USA,North America
794,557,Yves,Chauvin,male,1930-10-10,Menin,Belgium,Belgium,Europe,2015-01-27,Tours,France,France,Europe
799,558,Robert J.,Aumann,male,1930-06-08,Frankfurt-on-the-Main,Germany,Germany,Europe,NA,NA,NA,NA,NA
800,558,Thomas C.,Schelling,male,1921-04-14,"Oakland, CA",USA,USA,North America,2016-12-13,"Bethesda, MD",USA,USA,North America
801,559,Harold,Pinter,male,1930-10-10,London,United Kingdom,United Kingdom,Europe,2008-12-24,London,United Kingdom,United Kingdom,Europe
798,560,Mohamed,ElBaradei,male,1942-06-17,Cairo,Egypt,Egypt,Africa,NA,NA,NA,NA,NA
792,561,John L.,Hall,male,1934-08-21,"Denver, CO",USA,USA,North America,NA,NA,NA,NA,NA
791,561,Roy J.,Glauber,male,1925-09-01,"New York, NY",USA,USA,North America,2018-12-26,"Newton, MA",USA,USA,North America
793,561,Theodor W.,Hänsch,male,1941-10-30,Heidelberg,Germany,Germany,Europe,NA,NA,NA,NA,NA
789,562,Barry J.,Marshall,male,1951-09-30,Kalgoorlie,Australia,Australia,Oceania,NA,NA,NA,NA,NA
790,562,J. Robin,Warren,male,1937-06-11,Adelaide,Australia,Australia,Oceania,2024-07-23,Perth,Australia,Australia,Oceania
806,563,Roger D.,Kornberg,male,1947-04-24,"St. Louis, MO",USA,USA,North America,NA,NA,NA,NA,NA
807,564,Edmund S.,Phelps,male,1933-07-26,"Evanston, IL",USA,USA,North America,NA,NA,NA,NA,NA
808,565,Orhan,Pamuk,male,1952-06-07,Istanbul,Turkey,Turkey,Asia,NA,NA,NA,NA,NA
809,566,Muhammad,Yunus,male,1940-06-28,Chittagong,British India,Bangladesh,Asia,NA,NA,NA,NA,NA
805,567,George F.,Smoot,male,1945-02-20,"Yukon, FL",USA,USA,North America,NA,NA,NA,NA,NA
804,567,John C.,Mather,male,1946-08-07,"Roanoke, VA",USA,USA,North America,NA,NA,NA,NA,NA
802,568,Andrew Z.,Fire,male,1959-04-27,"Stanford, CA",USA,USA,North America,NA,NA,NA,NA,NA
803,568,Craig C.,Mello,male,1960-10-18,"New Haven, CT",USA,USA,North America,NA,NA,NA,NA,NA
816,569,Gerhard,Ertl,male,1936-10-10,Bad Cannstatt,Germany,Germany,Europe,NA,NA,NA,NA,NA
821,570,Eric S.,Maskin,male,1950-12-12,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
820,570,Leonid,Hurwicz,male,1917-08-21,Moscow,Russia,Russia,Europe,2008-06-24,"Minneapolis, MN",USA,USA,North America
822,570,Roger B.,Myerson,male,1951-03-29,"Boston, MA",USA,USA,North America,NA,NA,NA,NA,NA
817,571,Doris,Lessing,female,1919-10-22,Kermanshah,Persia,Iran,Asia,2013-11-17,London,United Kingdom,United Kingdom,Europe
819,572,Al,Gore,male,1948-03-31,"Washington, D.C.",USA,USA,North America,NA,NA,NA,NA,NA
814,573,Albert,Fert,male,1938-03-07,Carcassonne,France,France,Europe,NA,NA,NA,NA,NA
815,573,Peter,Grünberg,male,1939-05-18,Plzen,Czechoslovakia,Czech Republic,Europe,2018-04-09,Jülich,Germany,Germany,Europe
811,574,Mario R.,Capecchi,male,1937-10-06,Verona,Italy,Italy,Europe,NA,NA,NA,NA,NA
813,574,Oliver,Smithies,male,1925-06-23,Halifax,United Kingdom,United Kingdom,Europe,2017-01-10,"Chapel Hill, NC",USA,USA,North America
812,574,Sir Martin J.,Evans,male,1941-01-01,Stroud,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
830,575,Martin,Chalfie,male,1947-01-15,"Chicago, IL",USA,USA,North America,NA,NA,NA,NA,NA
829,575,Osamu,Shimomura,male,1928-08-27,Kyoto,Japan,Japan,Asia,2018-10-19,Nagasaki,Japan,Japan,Asia
831,575,Roger Y.,Tsien,male,1952-02-01,"New York, NY",USA,USA,North America,2016-08-24,"Eugene, OR",USA,USA,North America
834,576,Paul,Krugman,male,1953-02-28,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
832,577,Jean-Marie Gustave,Le Clézio,male,1940-04-13,Nice,France,France,Europe,NA,NA,NA,NA,NA
833,578,Martti,Ahtisaari,male,1937-06-23,Viipuri,Finland,Finland,Europe,2023-10-16,Helsinki,Finland,Finland,Europe
827,579,Makoto,Kobayashi,male,1944-04-07,Nagoya,Japan,Japan,Asia,NA,NA,NA,NA,NA
828,579,Toshihide,Maskawa,male,1940-02-07,Nagoya,Japan,Japan,Asia,2021-07-23,Kyoto,Japan,Japan,Asia
826,579,Yoichiro,Nambu,male,1921-01-18,Tokyo,Japan,Japan,Asia,2015-07-05,Osaka,Japan,Japan,Asia
824,580,Françoise,Barré-Sinoussi,female,1947-07-30,Paris,France,France,Europe,NA,NA,NA,NA,NA
823,580,Harald,zur Hausen,male,1936-03-11,Gelsenkirchen,Germany,Germany,Europe,2023-05-28,Heidelberg,Germany,Germany,Europe
825,580,Luc,Montagnier,male,1932-08-18,Chabris,France,France,Europe,2022-02-08,Paris,France,France,Europe
843,581,Ada E.,Yonath,female,1939-06-22,Jerusalem,British Mandate of Palestine,Israel,Asia,NA,NA,NA,NA,NA
842,581,Thomas A.,Steitz,male,1940-08-23,"Milwaukee, WI",USA,USA,North America,2018-08-23,"Branford, CT",USA,USA,North America
841,581,Venkatraman,Ramakrishnan,male,1952-00-00,"Chidambaram, Tamil Nadu",India,India,Asia,NA,NA,NA,NA,NA
846,582,Elinor,Ostrom,female,1933-08-07,"Los Angeles, CA",USA,USA,North America,2012-06-12,"Bloomington, IN",USA,USA,North America
847,582,Oliver E.,Williamson,male,1932-09-27,"Superior, WI",USA,USA,North America,NA,NA,NA,NA,NA
844,583,Herta,Müller,female,1953-08-17,"Nitzkydorf, Banat",Romania,Romania,Europe,NA,NA,NA,NA,NA
845,584,Barack,Obama,male,1961-08-04,"Honolulu, HI",USA,USA,North America,NA,NA,NA,NA,NA
838,585,Charles K.,Kao,male,1933-11-04,Shanghai,China,China,Asia,2018-09-23,Hong Kong,NA,NA,NA
840,585,George E.,Smith,male,1930-05-10,"White Plains, NY",USA,USA,North America,NA,NA,NA,NA,NA
839,585,Willard S.,Boyle,male,1924-08-19,"Amherst, NS",Canada,Canada,North America,2011-05-07,"Truro, NS",Canada,Canada,North America
836,586,Carol W.,Greider,female,1961-04-15,"San Diego, CA",USA,USA,North America,NA,NA,NA,NA,NA
835,586,Elizabeth H.,Blackburn,female,1948-11-26,"Hobart, Tasmania",Australia,Australia,Oceania,NA,NA,NA,NA,NA
837,586,Jack W.,Szostak,male,1952-11-09,London,United Kingdom,United Kingdom,Europe,NA,NA,NA,NA,NA
853,587,Akira,Suzuki,male,1930-09-12,Mukawa,Japan,Japan,Asia,NA,NA,NA,NA,NA
852,587,Ei-ichi,Negishi,male,1935-07-14,Changchun,China,China,Asia,2021-06-06,"Indianapolis, IN",USA,USA,North America
851,587,Richard F.,Heck,male,1931-08-15,"Springfield, MA",USA,USA,North America,2015-10-09,Manila,Philippines,Philippines,Asia
858,588,Christopher A.,Pissarides,male,1948-02-20,Nicosia,Cyprus,Cyprus,Europe,NA,NA,NA,NA,NA
857,588,Dale T.,Mortensen,male,1939-02-02,"Enterprise, OR",USA,USA,North America,2014-01-09,"Wilmette, IL",USA,USA,North America
856,588,Peter A.,Diamond,male,1940-04-29,"New York, NY",USA,USA,North America,NA,NA,NA,NA,NA
854,589,Mario,Vargas Llosa,male,1936-03-28,Arequipa,Peru,Peru,South America,NA,NA,NA,NA,NA
855,590,Xiaobo,Liu,male,1955-12-28,Changchun,China,China,Asia,2017-07-13,Shenyang,China,China,Asia
849,591,Andre,Geim,male,1958-10-21,Sochi,Russia,Russia,Europe,NA,NA,NA,NA,NA
850,591,Konstantin,Novoselov,male,1974-08-23,Nizhny Tagil,Russia,Russia,Europe,NA,NA,NA,NA,NA
848,592,Robert G.,Edwards,male,1925-09-27,Batley,United Kingdom,United Kingdom,Europe,2013-04-10,Cambridge,United Kingdom,United Kingdom,Europe
867,593,Dan,Shechtman,male,1941-01-24,Tel Aviv,British Mandate of Palestine,Israel,Asia,NA,NA,NA,NA,NA
873,594,Christopher A.,Sims,male,1942-10-21,"Washington, D.C.",USA,USA,North America,NA,NA,NA,NA,NA
872,594,Thomas J.,Sargent,male,1943-07-19,"Pasadena, CA",USA,USA,North America,NA,NA,NA,NA,NA
868,595,Tomas,Tranströmer,male,1931-04-15,Stockholm,Sweden,Sweden,Europe,2015-03-26,Stockholm,Sweden,Sweden,Europe
869,596,Ellen,Johnson Sirleaf,female,1938-10-29,Monrovia,Liberia,Liberia,Africa,NA,NA,NA,NA,NA
870,596,Leymah,Gbowee,female,1972-02-01,Monrovia,Liberia,Liberia,Africa,NA,NA,NA,NA,NA
871,596,Tawakkol,Karman,female,1979-02-07,Ta'izz,Yemen,Yemen,Asia,NA,NA,NA,NA,NA
866,597,Adam G.,Riess,male,1969-12-16,"Washington, D.C.",USA,USA,North America,NA,NA,NA,NA,NA
865,597,Brian P.,Schmidt,male,1967-02-24,"Missoula, MT",USA,USA,North America,NA,NA,NA,NA,NA
864,597,Saul,Perlmutter,male,1959-00-00,"Champaign-Urbana, IL",USA,USA,North America,NA,NA,NA,NA,NA
861,598,Bruce A.,Beutler,male,1957-12-29,"Chicago, IL",USA,USA,North America,NA,NA,NA,NA,NA
862,598,Jules A.,Hoffmann,male,1941-08-02,Echternach,Luxembourg,Luxembourg,Europe,NA,NA,NA,NA,NA
